id,active,activebool,address_id,email,first_name,last_name,store_id
524,1,true,530,JARED.ELY@email.com,JARED,ELY,1
525,1,true,531,ADRIAN.CLARY@email.com,ADRIAN,CLARY,2
550,1,true,556,GUY.BROWNLEE@email.com,GUY,BROWNLEE,2
555,1,true,561,DWIGHT.LOMBARDI@email.com,DWIGHT,LOMBARDI,1
558,0,true,564,JIMMIE.EGGLESTON@email.com,JIMMIE,EGGLESTON,1
591,1,true,597,KENT.ARSENAULT@email.com,KENT,ARSENAULT,1
2,1,true,6,PATRICIA.JOHNSON@email.com,PATRICIA,JOHNSON,1
17,1,true,21,DONNA.THOMPSON@email.com,DONNA,THOMPSON,1
20,1,true,24,SHARON.ROBINSON@email.com,SHARON,ROBINSON,2
36,1,true,40,KATHLEEN.ADAMS@email.com,KATHLEEN,ADAMS,2
60,1,true,64,MILDRED.BAILEY@email.com,MILDRED,BAILEY,1
95,1,true,99,PAULA.BRYANT@email.com,PAULA,BRYANT,2
107,1,true,111,FLORENCE.WOODS@email.com,FLORENCE,WOODS,1
128,1,true,132,MARJORIE.TUCKER@email.com,MARJORIE,TUCKER,1
130,1,true,134,CHARLOTTE.HUNTER@email.com,CHARLOTTE,HUNTER,1
155,1,true,159,GAIL.KNIGHT@email.com,GAIL,KNIGHT,1
160,1,true,164,ERIN.DUNN@email.com,ERIN,DUNN,2
176,1,true,180,JUNE.CARROLL@email.com,JUNE,CARROLL,1
187,1,true,191,BRITTANY.RILEY@email.com,BRITTANY,RILEY,2
198,1,true,202,ELSIE.KELLEY@email.com,ELSIE,KELLEY,2
201,1,true,205,VICKI.FIELDS@email.com,VICKI,FIELDS,1
216,1,true,220,NATALIE.MEYER@email.com,NATALIE,MEYER,1
245,1,true,249,COURTNEY.DAY@email.com,COURTNEY,DAY,1
281,1,true,286,LEONA.OBRIEN@email.com,LEONA,OBRIEN,2
282,1,true,287,JENNY.CASTRO@email.com,JENNY,CASTRO,2
289,1,true,294,VIOLET.RODRIQUEZ@email.com,VIOLET,RODRIQUEZ,1
305,1,true,310,RICHARD.MCCRARY@email.com,RICHARD,MCCRARY,1
337,1,true,342,JERRY.JORDON@email.com,JERRY,JORDON,1
365,1,true,370,BRUCE.SCHWARZ@email.com,BRUCE,SCHWARZ,2
383,1,true,388,MARTIN.BALES@email.com,MARTIN,BALES,1
399,1,true,404,DANNY.ISOM@email.com,DANNY,ISOM,1
436,1,true,441,TROY.QUIGLEY@email.com,TROY,QUIGLEY,1
437,1,true,442,RANDALL.NEUMANN@email.com,RANDALL,NEUMANN,2
463,1,true,468,DARRELL.POWER@email.com,DARRELL,POWER,2
476,1,true,481,DERRICK.BOURQUE@email.com,DERRICK,BOURQUE,1
529,1,true,535,ERIK.GUILLEN@email.com,ERIK,GUILLEN,2
532,1,true,538,NEIL.RENNER@email.com,NEIL,RENNER,2
533,1,true,539,JESSIE.MILAM@email.com,JESSIE,MILAM,1
540,1,true,546,TYRONE.ASHER@email.com,TYRONE,ASHER,1
549,1,true,555,NELSON.CHRISTENSON@email.com,NELSON,CHRISTENSON,1
551,1,true,557,CLAYTON.BARBEE@email.com,CLAYTON,BARBEE,2
568,1,true,574,ALBERTO.HENNING@email.com,ALBERTO,HENNING,2
14,1,true,18,BETTY.WHITE@email.com,BETTY,WHITE,2
15,1,true,19,HELEN.HARRIS@email.com,HELEN,HARRIS,1
24,1,true,28,KIMBERLY.LEE@email.com,KIMBERLY,LEE,2
27,1,true,31,SHIRLEY.ALLEN@email.com,SHIRLEY,ALLEN,2
43,1,true,47,CHRISTINE.ROBERTS@email.com,CHRISTINE,ROBERTS,2
49,1,true,53,JOYCE.EDWARDS@email.com,JOYCE,EDWARDS,2
73,1,true,77,BEVERLY.BROOKS@email.com,BEVERLY,BROOKS,2
87,1,true,91,WANDA.PATTERSON@email.com,WANDA,PATTERSON,1
88,1,true,92,BONNIE.HUGHES@email.com,BONNIE,HUGHES,2
90,1,true,94,RUBY.WASHINGTON@email.com,RUBY,WASHINGTON,2
137,1,true,141,RHONDA.KENNEDY@email.com,RHONDA,KENNEDY,2
142,1,true,146,APRIL.BURNS@email.com,APRIL,BURNS,1
151,1,true,155,MEGAN.PALMER@email.com,MEGAN,PALMER,2
177,1,true,181,SAMANTHA.DUNCAN@email.com,SAMANTHA,DUNCAN,2
191,1,true,195,JEANETTE.GREENE@email.com,JEANETTE,GREENE,1
195,1,true,199,VANESSA.SIMS@email.com,VANESSA,SIMS,1
199,1,true,203,BETH.FRANKLIN@email.com,BETH,FRANKLIN,2
204,1,true,208,ROSEMARY.SCHMIDT@email.com,ROSEMARY,SCHMIDT,1
209,1,true,213,TONYA.CHAPMAN@email.com,TONYA,CHAPMAN,2
247,1,true,251,STELLA.MORENO@email.com,STELLA,MORENO,1
256,1,true,261,MABEL.HOLLAND@email.com,MABEL,HOLLAND,2
270,1,true,275,LEAH.CURTIS@email.com,LEAH,CURTIS,1
280,1,true,285,TRACEY.BARRETT@email.com,TRACEY,BARRETT,2
286,1,true,291,VELMA.LUCAS@email.com,VELMA,LUCAS,1
292,1,true,297,MISTY.LAMBERT@email.com,MISTY,LAMBERT,2
294,1,true,299,SHELLY.WATTS@email.com,SHELLY,WATTS,2
323,1,true,328,MATTHEW.MAHAN@email.com,MATTHEW,MAHAN,2
336,1,true,341,JOSHUA.MARK@email.com,JOSHUA,MARK,1
338,1,true,343,DENNIS.GILMAN@email.com,DENNIS,GILMAN,1
342,1,true,347,HAROLD.MARTINO@email.com,HAROLD,MARTINO,1
362,1,true,367,NICHOLAS.BARFIELD@email.com,NICHOLAS,BARFIELD,1
373,1,true,378,LOUIS.LEONE@email.com,LOUIS,LEONE,1
385,1,true,390,PHILLIP.HOLM@email.com,PHILLIP,HOLM,1
397,1,true,402,JIMMY.SCHRADER@email.com,JIMMY,SCHRADER,1
401,1,true,406,TONY.CARRANZA@email.com,TONY,CARRANZA,2
460,1,true,465,LEON.BOSTIC@email.com,LEON,BOSTIC,1
462,1,true,467,WARREN.SHERROD@email.com,WARREN,SHERROD,2
474,1,true,479,DUSTIN.GILLETTE@email.com,DUSTIN,GILLETTE,2
478,1,true,483,LEWIS.LYMAN@email.com,LEWIS,LYMAN,1
479,1,true,484,ZACHARY.HITE@email.com,ZACHARY,HITE,1
483,1,true,488,VERNON.CHAPA@email.com,VERNON,CHAPA,2
497,1,true,502,GILBERT.SLEDGE@email.com,GILBERT,SLEDGE,2
507,1,true,512,EDGAR.RHOADS@email.com,EDGAR,RHOADS,2
542,1,true,548,LONNIE.TIRADO@email.com,LONNIE,TIRADO,2
547,1,true,553,KURT.EMMONS@email.com,KURT,EMMONS,1
552,1,true,558,HUGH.WALDROP@email.com,HUGH,WALDROP,2
553,1,true,559,MAX.PITT@email.com,MAX,PITT,1
559,1,true,565,EVERETT.BANDA@email.com,EVERETT,BANDA,2
1,1,true,5,MARY.SMITH@email.com,MARY,SMITH,1
93,1,true,97,PHYLLIS.FOSTER@email.com,PHYLLIS,FOSTER,1
97,1,true,101,ANNIE.RUSSELL@email.com,ANNIE,RUSSELL,2
110,1,true,114,TIFFANY.JORDAN@email.com,TIFFANY,JORDAN,2
111,1,true,115,CARMEN.OWENS@email.com,CARMEN,OWENS,1
133,1,true,137,PAULINE.HENRY@email.com,PAULINE,HENRY,1
154,1,true,158,MICHELE.GRANT@email.com,MICHELE,GRANT,2
156,1,true,160,BERTHA.FERGUSON@email.com,BERTHA,FERGUSON,1
164,1,true,168,JOANN.GARDNER@email.com,JOANN,GARDNER,2
180,1,true,184,STACY.CUNNINGHAM@email.com,STACY,CUNNINGHAM,2
184,1,true,188,VIVIAN.RUIZ@email.com,VIVIAN,RUIZ,1
206,1,true,210,TERRI.VASQUEZ@email.com,TERRI,VASQUEZ,1
231,1,true,235,GEORGIA.JACOBS@email.com,GEORGIA,JACOBS,1
234,1,true,238,CLAUDIA.FULLER@email.com,CLAUDIA,FULLER,1
237,1,true,241,TANYA.GILBERT@email.com,TANYA,GILBERT,1
262,1,true,267,PATSY.DAVIDSON@email.com,PATSY,DAVIDSON,2
277,1,true,282,OLGA.JIMENEZ@email.com,OLGA,JIMENEZ,2
303,1,true,308,WILLIAM.SATTERFIELD@email.com,WILLIAM,SATTERFIELD,2
322,1,true,327,JASON.MORRISSEY@email.com,JASON,MORRISSEY,1
324,1,true,329,GARY.COY@email.com,GARY,COY,2
328,1,true,333,JEFFREY.SPEAR@email.com,JEFFREY,SPEAR,2
331,1,true,336,ERIC.ROBERT@email.com,ERIC,ROBERT,1
367,1,true,372,ADAM.GOOCH@email.com,ADAM,GOOCH,1
379,1,true,384,CARLOS.COUGHLIN@email.com,CARLOS,COUGHLIN,1
459,1,true,464,TOMMY.COLLAZO@email.com,TOMMY,COLLAZO,1
466,1,true,471,LEO.EBERT@email.com,LEO,EBERT,1
470,1,true,475,GORDON.ALLARD@email.com,GORDON,ALLARD,1
501,1,true,506,RUBEN.GEARY@email.com,RUBEN,GEARY,1
536,1,true,542,FERNANDO.CHURCHILL@email.com,FERNANDO,CHURCHILL,2
569,1,true,575,DAVE.GARDINER@email.com,DAVE,GARDINER,2
586,1,true,592,KIRK.STCLAIR@email.com,KIRK,STCLAIR,1
597,1,true,603,FREDDIE.DUGGAN@email.com,FREDDIE,DUGGAN,1
26,1,true,30,JESSICA.HALL@email.com,JESSICA,HALL,2
4,1,true,8,BARBARA.JONES@email.com,BARBARA,JONES,2
41,1,true,45,STEPHANIE.MITCHELL@email.com,STEPHANIE,MITCHELL,1
72,1,true,76,THERESA.WATSON@email.com,THERESA,WATSON,2
89,1,true,93,JULIA.FLORES@email.com,JULIA,FLORES,1
94,1,true,98,NORMA.GONZALES@email.com,NORMA,GONZALES,1
126,1,true,130,ELLEN.SIMPSON@email.com,ELLEN,SIMPSON,1
132,1,true,136,ESTHER.CRAWFORD@email.com,ESTHER,CRAWFORD,2
134,1,true,138,EMMA.BOYD@email.com,EMMA,BOYD,1
139,1,true,143,AMBER.DIXON@email.com,AMBER,DIXON,1
171,1,true,175,DOLORES.WAGNER@email.com,DOLORES,WAGNER,2
178,1,true,182,MARION.SNYDER@email.com,MARION,SNYDER,2
197,1,true,201,SUE.PETERS@email.com,SUE,PETERS,2
205,1,true,209,EILEEN.CARR@email.com,EILEEN,CARR,2
225,1,true,229,ARLENE.HARVEY@email.com,ARLENE,HARVEY,1
229,1,true,233,TAMARA.NGUYEN@email.com,TAMARA,NGUYEN,1
250,1,true,254,JO.FOWLER@email.com,JO,FOWLER,2
255,1,true,260,IRMA.PEARSON@email.com,IRMA,PEARSON,2
259,1,true,264,LENA.JENSEN@email.com,LENA,JENSEN,2
276,1,true,281,BRANDY.GRAVES@email.com,BRANDY,GRAVES,1
298,1,true,303,ERIKA.PENA@email.com,ERIKA,PENA,1
311,1,true,316,PAUL.TROUT@email.com,PAUL,TROUT,2
320,1,true,325,ANTHONY.SCHWAB@email.com,ANTHONY,SCHWAB,2
341,1,true,346,PETER.MENARD@email.com,PETER,MENARD,1
345,1,true,350,CARL.ARTIS@email.com,CARL,ARTIS,1
363,1,true,368,ROY.WHITING@email.com,ROY,WHITING,2
388,1,true,393,CRAIG.MORRELL@email.com,CRAIG,MORRELL,2
390,1,true,395,SHAWN.HEATON@email.com,SHAWN,HEATON,1
425,1,true,430,FRANCIS.SIKES@email.com,FRANCIS,SIKES,2
430,1,true,435,RAY.HOULE@email.com,RAY,HOULE,1
504,1,true,509,NATHANIEL.ADAM@email.com,NATHANIEL,ADAM,1
538,1,true,544,TED.BREAUX@email.com,TED,BREAUX,2
543,1,true,549,LANCE.PEMBERTON@email.com,LANCE,PEMBERTON,1
582,1,true,588,ANDY.VANHORN@email.com,ANDY,VANHORN,2
23,1,true,27,SARAH.LEWIS@email.com,SARAH,LEWIS,2
31,1,true,35,BRENDA.WRIGHT@email.com,BRENDA,WRIGHT,2
34,1,true,38,REBECCA.SCOTT@email.com,REBECCA,SCOTT,2
50,1,true,54,DIANE.COLLINS@email.com,DIANE,COLLINS,1
74,1,true,78,DENISE.KELLY@email.com,DENISE,KELLY,1
75,1,true,79,TAMMY.SANDERS@email.com,TAMMY,SANDERS,2
86,1,true,90,JACQUELINE.LONG@email.com,JACQUELINE,LONG,2
162,1,true,166,LAUREN.HUDSON@email.com,LAUREN,HUDSON,2
240,1,true,244,MARLENE.WELCH@email.com,MARLENE,WELCH,1
248,1,true,252,CAROLINE.BOWMAN@email.com,CAROLINE,BOWMAN,1
263,1,true,268,HILDA.HOPKINS@email.com,HILDA,HOPKINS,1
348,1,true,353,ROGER.QUINTANILLA@email.com,ROGER,QUINTANILLA,2
364,1,true,369,BENJAMIN.VARNEY@email.com,BENJAMIN,VARNEY,1
368,0,true,373,HARRY.ARCE@email.com,HARRY,ARCE,1
402,1,true,407,LUIS.YANEZ@email.com,LUIS,YANEZ,1
455,1,true,460,JON.WILES@email.com,JON,WILES,2
461,1,true,466,DEREK.BLAKELY@email.com,DEREK,BLAKELY,1
471,1,true,476,DEAN.SAUER@email.com,DEAN,SAUER,1
515,1,true,521,ANDRE.RAPP@email.com,ANDRE,RAPP,1
520,1,true,526,MITCHELL.WESTMORELAND@email.com,MITCHELL,WESTMORELAND,2
531,1,true,537,JAMIE.WAUGH@email.com,JAMIE,WAUGH,2
562,1,true,568,WALLACE.SLONE@email.com,WALLACE,SLONE,1
567,1,true,573,ALFREDO.MCADAMS@email.com,ALFREDO,MCADAMS,2
576,1,true,582,MORRIS.MCCARTER@email.com,MORRIS,MCCARTER,2
595,1,true,601,TERRENCE.GUNDERSON@email.com,TERRENCE,GUNDERSON,1
8,1,true,12,SUSAN.WILSON@email.com,SUSAN,WILSON,2
19,1,true,23,RUTH.MARTINEZ@email.com,RUTH,MARTINEZ,1
18,1,true,22,CAROL.GARCIA@email.com,CAROL,GARCIA,2
51,1,true,55,ALICE.STEWART@email.com,ALICE,STEWART,1
52,1,true,56,JULIE.SANCHEZ@email.com,JULIE,SANCHEZ,1
98,1,true,102,LILLIAN.GRIFFIN@email.com,LILLIAN,GRIFFIN,1
127,1,true,131,ELAINE.STEVENS@email.com,ELAINE,STEVENS,2
166,1,true,170,LYNN.PAYNE@email.com,LYNN,PAYNE,1
170,1,true,174,BEATRICE.ARNOLD@email.com,BEATRICE,ARNOLD,1
190,1,true,194,YOLANDA.WEAVER@email.com,YOLANDA,WEAVER,2
193,1,true,197,KATIE.ELLIOTT@email.com,KATIE,ELLIOTT,2
239,1,true,243,MINNIE.ROMERO@email.com,MINNIE,ROMERO,2
253,1,true,258,TERRY.CARLSON@email.com,TERRY,CARLSON,1
257,1,true,262,MARSHA.DOUGLAS@email.com,MARSHA,DOUGLAS,2
258,1,true,263,MYRTLE.FLEMING@email.com,MYRTLE,FLEMING,1
268,1,true,273,NINA.SOTO@email.com,NINA,SOTO,1
279,1,true,284,DIANNE.SHELTON@email.com,DIANNE,SHELTON,2
285,1,true,290,MIRIAM.MCKINNEY@email.com,MIRIAM,MCKINNEY,1
300,1,true,305,JOHN.FARNSWORTH@email.com,JOHN,FARNSWORTH,1
327,1,true,332,LARRY.THRASHER@email.com,LARRY,THRASHER,2
355,1,true,360,TERRY.GRISSOM@email.com,TERRY,GRISSOM,2
391,1,true,396,CLARENCE.GAMEZ@email.com,CLARENCE,GAMEZ,1
398,1,true,403,ANTONIO.MEEK@email.com,ANTONIO,MEEK,1
403,1,true,408,MIKE.WAY@email.com,MIKE,WAY,1
420,1,true,425,JACOB.LANCE@email.com,JACOB,LANCE,1
451,1,true,456,JIM.REA@email.com,JIM,REA,1
477,1,true,482,DAN.PAINE@email.com,DAN,PAINE,1
499,1,true,504,MARC.OUTLAW@email.com,MARC,OUTLAW,2
509,1,true,514,RAUL.FORTIER@email.com,RAUL,FORTIER,1
519,1,true,525,RON.DELUCA@email.com,RON,DELUCA,2
535,1,true,541,JAVIER.ELROD@email.com,JAVIER,ELROD,1
557,1,true,563,FELIX.GAFFNEY@email.com,FELIX,GAFFNEY,1
560,1,true,566,JORDAN.ARCHULETA@email.com,JORDAN,ARCHULETA,1
572,1,true,578,SIDNEY.BURLESON@email.com,SIDNEY,BURLESON,1
578,1,true,584,WILLARD.LUMPKIN@email.com,WILLARD,LUMPKIN,2
580,1,true,586,ROSS.GREY@email.com,ROSS,GREY,1
61,1,true,65,KATHERINE.RIVERA@email.com,KATHERINE,RIVERA,2
69,1,true,73,JUDY.GRAY@email.com,JUDY,GRAY,2
70,1,true,74,CHRISTINA.RAMIREZ@email.com,CHRISTINA,RAMIREZ,2
76,1,true,80,IRENE.PRICE@email.com,IRENE,PRICE,2
79,1,true,83,RACHEL.BARNES@email.com,RACHEL,BARNES,1
96,1,true,100,DIANA.ALEXANDER@email.com,DIANA,ALEXANDER,1
104,1,true,108,RITA.GRAHAM@email.com,RITA,GRAHAM,1
121,1,true,125,JOSEPHINE.GOMEZ@email.com,JOSEPHINE,GOMEZ,1
143,1,true,147,LESLIE.GORDON@email.com,LESLIE,GORDON,1
145,1,true,149,LUCILLE.HOLMES@email.com,LUCILLE,HOLMES,1
149,1,true,153,VALERIE.BLACK@email.com,VALERIE,BLACK,1
157,1,true,161,DARLENE.ROSE@email.com,DARLENE,ROSE,2
167,1,true,171,SALLY.PIERCE@email.com,SALLY,PIERCE,2
207,1,true,211,GERTRUDE.CASTILLO@email.com,GERTRUDE,CASTILLO,1
215,1,true,219,JESSIE.BANKS@email.com,JESSIE,BANKS,2
220,1,true,224,CHARLENE.ALVAREZ@email.com,CHARLENE,ALVAREZ,2
224,1,true,228,PEARL.GARZA@email.com,PEARL,GARZA,2
236,1,true,240,MARCIA.DEAN@email.com,MARCIA,DEAN,1
238,1,true,242,NELLIE.GARRETT@email.com,NELLIE,GARRETT,1
254,1,true,259,MAXINE.SILVA@email.com,MAXINE,SILVA,2
271,0,true,276,PENNY.NEAL@email.com,PENNY,NEAL,1
291,1,true,296,TONI.HOLT@email.com,TONI,HOLT,1
295,1,true,300,DAISY.BATES@email.com,DAISY,BATES,1
344,1,true,349,HENRY.BILLINGSLEY@email.com,HENRY,BILLINGSLEY,1
352,1,true,357,ALBERT.CROUSE@email.com,ALBERT,CROUSE,1
378,1,true,383,EUGENE.CULPEPPER@email.com,EUGENE,CULPEPPER,1
389,1,true,394,ALAN.KAHN@email.com,ALAN,KAHN,1
409,1,true,414,RODNEY.MOELLER@email.com,RODNEY,MOELLER,2
411,1,true,416,NORMAN.CURRIER@email.com,NORMAN,CURRIER,1
419,1,true,424,CHAD.CARBONE@email.com,CHAD,CARBONE,1
423,1,true,428,ALFRED.CASILLAS@email.com,ALFRED,CASILLAS,2
426,1,true,431,BRADLEY.MOTLEY@email.com,BRADLEY,MOTLEY,1
443,1,true,448,FRANCISCO.SKIDMORE@email.com,FRANCISCO,SKIDMORE,2
447,1,true,452,CLIFFORD.BOWENS@email.com,CLIFFORD,BOWENS,1
472,1,true,477,GREG.ROBINS@email.com,GREG,ROBINS,1
482,0,true,487,MAURICE.CRAWLEY@email.com,MAURICE,CRAWLEY,1
511,1,true,516,CHESTER.BENNER@email.com,CHESTER,BENNER,1
517,1,true,523,BRAD.MCCURDY@email.com,BRAD,MCCURDY,2
521,1,true,527,ROLAND.SOUTH@email.com,ROLAND,SOUTH,2
522,1,true,528,ARNOLD.HAVENS@email.com,ARNOLD,HAVENS,2
561,1,true,567,IAN.STILL@email.com,IAN,STILL,2
563,1,true,569,KEN.PREWITT@email.com,KEN,PREWITT,2
564,1,true,570,BOB.PFEIFFER@email.com,BOB,PFEIFFER,2
570,1,true,576,IVAN.CROMWELL@email.com,IVAN,CROMWELL,2
581,1,true,587,VIRGIL.WOFFORD@email.com,VIRGIL,WOFFORD,1
585,1,true,591,PERRY.SWAFFORD@email.com,PERRY,SWAFFORD,1
5,1,true,9,ELIZABETH.BROWN@email.com,ELIZABETH,BROWN,1
12,1,true,16,NANCY.THOMAS@email.com,NANCY,THOMAS,1
33,1,true,37,ANNA.HILL@email.com,ANNA,HILL,2
44,1,true,48,MARIE.TURNER@email.com,MARIE,TURNER,1
47,1,true,51,FRANCES.PARKER@email.com,FRANCES,PARKER,1
108,1,true,112,TRACY.COLE@email.com,TRACY,COLE,1
109,1,true,113,EDNA.WEST@email.com,EDNA,WEST,2
122,1,true,126,THELMA.MURRAY@email.com,THELMA,MURRAY,1
129,1,true,133,CARRIE.PORTER@email.com,CARRIE,PORTER,1
135,1,true,139,JUANITA.MASON@email.com,JUANITA,MASON,2
148,1,true,152,ELEANOR.HUNT@email.com,ELEANOR,HUNT,1
169,0,true,173,ERICA.MATTHEWS@email.com,ERICA,MATTHEWS,2
173,1,true,177,AUDREY.RAY@email.com,AUDREY,RAY,1
186,1,true,190,HOLLY.FOX@email.com,HOLLY,FOX,2
196,1,true,200,ALMA.AUSTIN@email.com,ALMA,AUSTIN,1
203,1,true,207,TARA.RYAN@email.com,TARA,RYAN,1
210,1,true,214,ELLA.OLIVER@email.com,ELLA,OLIVER,2
213,1,true,217,GINA.WILLIAMSON@email.com,GINA,WILLIAMSON,1
223,1,true,227,MELINDA.FERNANDEZ@email.com,MELINDA,FERNANDEZ,1
232,1,true,236,CONSTANCE.REID@email.com,CONSTANCE,REID,2
264,1,true,269,GWENDOLYN.MAY@email.com,GWENDOLYN,MAY,1
265,1,true,270,JENNIE.TERRY@email.com,JENNIE,TERRY,2
304,1,true,309,DAVID.ROYAL@email.com,DAVID,ROYAL,2
360,1,true,365,RALPH.MADRIGAL@email.com,RALPH,MADRIGAL,2
372,1,true,377,STEVE.MACKENZIE@email.com,STEVE,MACKENZIE,2
376,1,true,381,RANDY.GAITHER@email.com,RANDY,GAITHER,1
405,1,true,410,LEONARD.SCHOFIELD@email.com,LEONARD,SCHOFIELD,1
415,1,true,420,GLENN.PULLEN@email.com,GLENN,PULLEN,1
429,1,true,434,FREDERICK.ISBELL@email.com,FREDERICK,ISBELL,2
434,1,true,439,EDDIE.TOMLIN@email.com,EDDIE,TOMLIN,1
486,1,true,491,GLEN.TALBERT@email.com,GLEN,TALBERT,1
495,1,true,500,CHARLIE.BESS@email.com,CHARLIE,BESS,2
516,1,true,522,ELMER.NOE@email.com,ELMER,NOE,2
565,1,true,571,JAIME.NETTLES@email.com,JAIME,NETTLES,2
574,1,true,580,JULIAN.VEST@email.com,JULIAN,VEST,2
7,1,true,11,MARIA.MILLER@email.com,MARIA,MILLER,1
22,1,true,26,LAURA.RODRIGUEZ@email.com,LAURA,RODRIGUEZ,1
42,1,true,46,CAROLYN.PEREZ@email.com,CAROLYN,PEREZ,2
58,1,true,62,JEAN.BELL@email.com,JEAN,BELL,1
68,1,true,72,NICOLE.PETERSON@email.com,NICOLE,PETERSON,1
106,1,true,110,CONNIE.WALLACE@email.com,CONNIE,WALLACE,1
159,1,true,163,JILL.HAWKINS@email.com,JILL,HAWKINS,1
183,1,true,187,IDA.ANDREWS@email.com,IDA,ANDREWS,2
214,1,true,218,KRISTIN.JOHNSTON@email.com,KRISTIN,JOHNSTON,1
221,1,true,225,BESSIE.MORRISON@email.com,BESSIE,MORRISON,1
233,1,true,237,LILLIE.KIM@email.com,LILLIE,KIM,2
244,1,true,248,VIOLA.HANSON@email.com,VIOLA,HANSON,2
252,1,true,256,MATTIE.HOFFMAN@email.com,MATTIE,HOFFMAN,2
283,1,true,288,FELICIA.SUTTON@email.com,FELICIA,SUTTON,1
302,1,true,307,MICHAEL.SILVERMAN@email.com,MICHAEL,SILVERMAN,1
318,1,true,323,BRIAN.WYMAN@email.com,BRIAN,WYMAN,1
350,1,true,355,JUAN.FRALEY@email.com,JUAN,FRALEY,1
370,1,true,375,WAYNE.TRUONG@email.com,WAYNE,TRUONG,2
407,1,true,412,DALE.RATCLIFF@email.com,DALE,RATCLIFF,1
428,1,true,433,HERBERT.KRUGER@email.com,HERBERT,KRUGER,2
456,1,true,461,RONNIE.RICKETTS@email.com,RONNIE,RICKETTS,2
473,1,true,478,JORGE.OLIVARES@email.com,JORGE,OLIVARES,2
489,1,true,494,RICARDO.MEADOR@email.com,RICARDO,MEADOR,1
491,1,true,496,RICK.MATTOX@email.com,RICK,MATTOX,2
494,1,true,499,RAMON.CHOATE@email.com,RAMON,CHOATE,2
513,1,true,519,DUANE.TUBBS@email.com,DUANE,TUBBS,2
523,1,true,529,HARVEY.GUAJARDO@email.com,HARVEY,GUAJARDO,1
528,1,true,534,CLAUDE.HERZOG@email.com,CLAUDE,HERZOG,1
544,1,true,550,CODY.NOLEN@email.com,CODY,NOLEN,2
556,1,true,562,ARMANDO.GRUBER@email.com,ARMANDO,GRUBER,2
573,1,true,579,BYRON.BOX@email.com,BYRON,BOX,1
39,1,true,43,DEBRA.NELSON@email.com,DEBRA,NELSON,1
46,1,true,50,CATHERINE.CAMPBELL@email.com,CATHERINE,CAMPBELL,2
48,1,true,52,ANN.EVANS@email.com,ANN,EVANS,1
71,1,true,75,KATHY.JAMES@email.com,KATHY,JAMES,1
78,1,true,82,LORI.WOOD@email.com,LORI,WOOD,1
80,1,true,84,MARILYN.ROSS@email.com,MARILYN,ROSS,1
116,1,true,120,VICTORIA.GIBSON@email.com,VICTORIA,GIBSON,1
118,1,true,122,KIM.CRUZ@email.com,KIM,CRUZ,1
147,1,true,151,JOANNE.ROBERTSON@email.com,JOANNE,ROBERTSON,2
163,1,true,167,CATHY.SPENCER@email.com,CATHY,SPENCER,1
